Product name,description,SKU code,Regular Price,Sale Price,Stock quantity,weight,height,Related product,Short description,parameters,parameter price,Image URL,Meta title SEO,Meta Keyword,Meta Description,Categories,Date
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Gold,52.95," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Gold Sparkly,42.95," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Pearlous Gold,36.85," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Pearlous Pink,52.95," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Rubis,42.95," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Silver,36.85," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Silver Sparkly,64.5," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Metallic Colour Powder 30ml / 30cc,"<p><span style=""font-family: tahoma, geneva, sans-serif;"">For best results brush the metallic powder on the inside of a chocolate mould before lining with chocolate. Metallic powder can also be used for coating nuts, icing cakes and chocolate garnishes.</span></p><ul><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Gold</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Silver</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Blue</span></strong></li><li><strong><span style=""font-family:tahoma,geneva,sans-serif;"">Pearlous Pink</span></strong></li></ul><p> </p>",,52.95,0,0,0.03,0," Luster Powder 2g (Metallic), Oil Based Colour Powders 100ml / 100cc, Oil Based Colour Powder 5g / 5cc, Water Soluble Colour Powder 30ml / 30cc",Metallic Colour Powder 30ml / 30cc.,Violet,36.85," http://www.savourschool.com.au/source/Product/612201602456636166094967929222.jpg, http://www.savourschool.com.au/source/Product/301020130338635187475882812500.jpg",Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc,Metallic Colour Powder 30ml / 30cc," Cake Decorating -> Colours & Garnishes, Back in Stock",25/09/2013
Candy Funnel,"<div>Easy, one-handed candy making. </div><div>Holds 1 1/4 cups</div><p>Create delicious candy-topped treats the convenient way. Great for nut clusters, textured candy, peppermint bark and more!</p>",,15.5,0,0,0.09,0,,"Easy, one-handed candy making. Holds 1 1/4 cups",,0, http://www.savourschool.com.au/source/Product/85201401657635351590170468750.jpg,Candy Funnel,,"Create delicious candy-topped treats the convenient way. Great for nut clusters, textured candy, peppermint bark and more!", Equipment -> Utensils,25/09/2013
Patty Pans Brown 250 Pack,"<p>Brown paper patty pans, suitable for packing chocolates and confectionary.</p><p><strong>Quantity: </strong>250pack</p><p><strong>Dimensions: </strong>30mm</p>",,9,0,44,0.04,0,,"Patty Pans Brown 250 pack, suitable for packing chocolates and confectionery.",,0, http://www.savourschool.com.au/source/Product/85201402555635351595559687500.jpg,Patty Pans Brown 250 Pack - Savour Chocolate & Patisserie School,,"Patty Pans Brown 250 pack, suitable for packing chocolates and confectionery.", Packaging,25/09/2013
Choux Pastry Piping Tip,<p>1 x Choux Pastry Piping Tip</p><p>15mm diameter</p><p>Create beautiful choux pastry with this piping tip</p>,,11.5,0,80,0.01,0,,Create beautiful choux pastry with this piping tip,,0, http://www.savourschool.com.au/source/Product/85201402448635351594885000000.jpg,Choux Pastry Piping Tip,Choux Pastry Piping Tip,Create beautiful choux pastry with this piping tip," Equipment -> Piping Tips, Decorating and Garnishing -> Equipment",25/09/2013
French Star Piping Tip,"<p>1 x French Star Piping Tip</p><p>Seamless - <span style=""line-height: 19px; font-size: 12px;"">10mm </span></p>",,8.5,0,0,0.01,0,,French Star Piping Tip,,0, http://www.savourschool.com.au/source/Product/85201401739635351590594531250.jpg,French Star Piping Tip,,1 x French Star Piping Tip, AAAA DEACTIVATED,25/09/2013
Lollipop Sticks 50pk,"<p>These paper lollipop sticks are suitable for making cake pops, lollipops and fruit pops.</p>",,4.5,0,186,0.05,0,,"These paper lollipop sticks are suitable for making cake pops, lollipops and fruit pops.",,0, http://www.savourschool.com.au/source/Product/8520140206635351592060937500.jpg,Lollipop Sticks 50pk,,"These paper lollipop sticks are suitable for making cake pops, lollipops and fruit pops."," Chocolate Moulds -> Lollipops, Packaging",25/09/2013
"Piping Tip 3 Pack (8mm, 10mm, 12mm)","<p>Piping Tip 3 Pack includes 8mm, 10mm and 12mm tips </p>",,8.5,0,60,0.025,0,,"Piping Tip 3 Pack includes 8mm, 10mm and 12mm tips",,0, http://www.savourschool.com.au/source/Product/85201403227635351599472812500.jpg,Piping Tip 3 Pack,,"Piping Tip 3 Pack includes 8mm, 10mm and 12mm tips"," Equipment -> Piping Tips, Equipment -> Sale Items, Decorating and Garnishing -> Equipment",25/09/2013
Silicon Paper,"<div><h2><span style=""font-size: 12px;"">Silicon Paper</span></h2></div><div><strong>Pack:</strong> 10</div><div><strong>Dimensions: </strong>600x400mm.</div>",,3,0,10,0.095,0,,"Silicon Paper, 10pk, 600x400mm",,0, http://www.savourschool.com.au/source/Product/85201405255635351611750625000.jpg,Silicon Paper,,"Silicon Paper, 10pk, 600x400mm", Equipment -> General,25/09/2013
Demarle Silpat 400x300mm - Half Size,"<p>Demarle Silpat 400x300mm</p><p>Silpat® Non-Stick Baking Mats are designed for every type of oven. From savory to pastry baking, nothing sticks to Silpat®. It is reusable for thousands of uses and provides even heat transfer to baked goods. Use your Silpat® everytime you bake!</p>",,20,0,176,0.115,0," Medium Flat Palette Knife, Aluminium Baking Tray HALF - 400mm x 300mm, Medium Plastic Frames","Silpat® Non-Stick Baking Mats are designed for every type of oven. From savory to pastry baking, nothing sticks to Silpat®. It is reusable for thousands of uses and provides even heat transfer to baked goods. Use your Silpat® everytime you bake!",,0, http://www.savourschool.com.au/source/Product/1510201401538635489793388115000.jpg,Demarle Silpat 400x300mm - Half Size,,"Silpat® Non-Stick Baking Mats are designed for every type of oven. From savory to pastry baking, nothing sticks to Silpat®. It is reusable for thousands of uses and provides even heat transfer to baked goods. Use your Silpat® everytime you bake!", AAAA DEACTIVATED,25/09/2013
Demarle Silpat 585x385mm - Full Size,"<p><span style=""color: rgb(255, 0, 0);""><strong>DISCONTINUED - Last Chance!!</strong></span></p><p>Demarle Silpat 585x385mm.</p><p>Silpat® Non-Stick Baking Mats are designed for every type of oven. From savory to pastry baking, nothing sticks to Silpat®. It is reusable for thousands of uses and provides even heat transfer to baked goods. Use your Silpat® everytime you bake! </p>",,30,0,0,0.205,0," Aluminium Baking Tray FULL - 600mm x 400mm, Large Plastic Frames","Silpat® Non-Stick Baking Mats are designed for every type of oven. From savory to pastry baking, nothing sticks to Silpat®. It is reusable for thousands of uses and provides even heat transfer to baked goods. Use your Silpat® everytime you bake!",,0, http://www.savourschool.com.au/source/Product/1510201401625635489793855146250.jpg,Demarle Silpat 585x385mm - Full Size,,"Silpat® Non-Stick Baking Mats are designed for every type of oven. From savory to pastry baking, nothing sticks to Silpat®. It is reusable for thousands of uses and provides even heat transfer to baked goods. Use your Silpat® everytime you bake!", AAAA DEACTIVATED,25/09/2013
Scraper Large Metal Red,<p>Perfect for tempering chocolate on a benchtop. </p><p><em>This is one of the standard products used at Savour Chocolate and Patisserie School.</em></p>,,46,0,71,0.185,0,,Perfect for tempering chocolate on a benchtop.,,0, http://www.savourschool.com.au/source/Product/85201401615635351553759218750.jpg,Scraper Large Metal Red,,Perfect for tempering chocolate on a benchtop.," Equipment -> Utensils, Gift Guide -> Under $50",25/09/2013
